no_asm,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,ref,rc_lookahead_20,rc_lookahead_40,rc_lookahead_60,ref_1,ref_5,ref_9,PERFORMANCE
1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,713.5766667
1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,581.8133333
1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,706.2466667
1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,588.2
1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,581.7166667
1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,712.9533333
1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,706.0633333
1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,499.27
1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,254.82
1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,617.2066667
1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,498.8266667
1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,616.97
1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,493.96
1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,493.5433333
1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,611.6
1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,611.4333333
1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,590.55
1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,715.7366667
1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,584.9766667
1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,254.11
1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,707.5966667
1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,497.8033333
1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,493.0066667
1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,615.9
1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,609.8866667
1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,590.8366667
1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,715.5833333
1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,497.37
1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,616.1333333
1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,583.8466667
1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,261.2033333
1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,492.4266667
1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,707.4933333
1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,609.6966667
1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,687.4733333
1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,781.1633333
1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,680.5633333
1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,773.4366667
1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,687.0333333
1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,680.7266667
1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,780.79
