 prediced Y:tensor([0.0082], grad_fn=<AddBackward0>), Real Y:tensor([268.7200]) loss=268.7117614746094
 prediced Y:tensor([691.6715], grad_fn=<AddBackward0>), Real Y:tensor([683.5433]) loss=8.128173828125
 prediced Y:tensor([272.3615], grad_fn=<AddBackward0>), Real Y:tensor([268.7200]) loss=3.64154052734375
 prediced Y:tensor([561.9205], grad_fn=<AddBackward0>), Real Y:tensor([556.6300]) loss=5.29052734375
 prediced Y:tensor([647.1693], grad_fn=<AddBackward0>), Real Y:tensor([644.1600]) loss=3.00933837890625
 prediced Y:tensor([265.9757], grad_fn=<AddBackward0>), Real Y:tensor([249.7300]) loss=16.245681762695312
 prediced Y:tensor([586.5691], grad_fn=<AddBackward0>), Real Y:tensor([580.6266]) loss=5.94244384765625
 prediced Y:tensor([586.2192], grad_fn=<AddBackward0>), Real Y:tensor([576.2767]) loss=9.9425048828125
 prediced Y:tensor([638.0363], grad_fn=<AddBackward0>), Real Y:tensor([644.0333]) loss=5.99700927734375
 prediced Y:tensor([692.4740], grad_fn=<AddBackward0>), Real Y:tensor([712.6367]) loss=20.16265869140625
 prediced Y:tensor([278.0965], grad_fn=<AddBackward0>), Real Y:tensor([267.8533]) loss=10.243133544921875
 prediced Y:tensor([688.3991], grad_fn=<AddBackward0>), Real Y:tensor([721.5634]) loss=33.16424560546875
 prediced Y:tensor([599.3613], grad_fn=<AddBackward0>), Real Y:tensor([612.9700]) loss=13.60870361328125
 prediced Y:tensor([601.6549], grad_fn=<AddBackward0>), Real Y:tensor([612.6433]) loss=10.9884033203125
 prediced Y:tensor([490.5461], grad_fn=<AddBackward0>), Real Y:tensor([511.1533]) loss=20.607269287109375
 prediced Y:tensor([559.5206], grad_fn=<AddBackward0>), Real Y:tensor([561.9333]) loss=2.41278076171875
 prediced Y:tensor([195.7231], grad_fn=<AddBackward0>), Real Y:tensor([244.2767]) loss=48.55354309082031
 prediced Y:tensor([629.5967], grad_fn=<AddBackward0>), Real Y:tensor([645.5100]) loss=15.913330078125
 prediced Y:tensor([612.8997], grad_fn=<AddBackward0>), Real Y:tensor([604.7466]) loss=8.15301513671875
 prediced Y:tensor([594.4449], grad_fn=<AddBackward0>), Real Y:tensor([576.4100]) loss=18.034912109375
 prediced Y:tensor([559.4141], grad_fn=<AddBackward0>), Real Y:tensor([561.8467]) loss=2.4326171875
 prediced Y:tensor([638.0412], grad_fn=<AddBackward0>), Real Y:tensor([652.3734]) loss=14.3321533203125
 prediced Y:tensor([765.7290], grad_fn=<AddBackward0>), Real Y:tensor([775.6800]) loss=9.95098876953125
 prediced Y:tensor([713.9037], grad_fn=<AddBackward0>), Real Y:tensor([712.9167]) loss=0.987060546875
 prediced Y:tensor([769.7378], grad_fn=<AddBackward0>), Real Y:tensor([775.8100]) loss=6.07220458984375
 prediced Y:tensor([658.8967], grad_fn=<AddBackward0>), Real Y:tensor([651.2000]) loss=7.6966552734375
 prediced Y:tensor([513.1488], grad_fn=<AddBackward0>), Real Y:tensor([510.8567]) loss=2.292144775390625
 prediced Y:tensor([696.2688], grad_fn=<AddBackward0>), Real Y:tensor([690.8734]) loss=5.39544677734375
 prediced Y:tensor([576.1506], grad_fn=<AddBackward0>), Real Y:tensor([556.3400]) loss=19.810546875
 prediced Y:tensor([291.4390], grad_fn=<AddBackward0>), Real Y:tensor([249.4400]) loss=41.998992919921875
 prediced Y:tensor([605.5101], grad_fn=<AddBackward0>), Real Y:tensor([580.8766]) loss=24.6334228515625
 prediced Y:tensor([695.2643], grad_fn=<AddBackward0>), Real Y:tensor([690.3900]) loss=4.87432861328125
 prediced Y:tensor([715.9360], grad_fn=<AddBackward0>), Real Y:tensor([722.0367]) loss=6.1007080078125
 prediced Y:tensor([566.8788], grad_fn=<AddBackward0>), Real Y:tensor([561.9700]) loss=4.9088134765625
 prediced Y:tensor([690.1015], grad_fn=<AddBackward0>), Real Y:tensor([683.5200]) loss=6.58148193359375
 prediced Y:tensor([279.6954], grad_fn=<AddBackward0>), Real Y:tensor([260.6367]) loss=19.05877685546875
 prediced Y:tensor([191.8859], grad_fn=<AddBackward0>), Real Y:tensor([244.4333]) loss=52.54743957519531
 prediced Y:tensor([505.1927], grad_fn=<AddBackward0>), Real Y:tensor([509.0333]) loss=3.840606689453125
 prediced Y:tensor([759.7345], grad_fn=<AddBackward0>), Real Y:tensor([783.5167]) loss=23.78216552734375
 prediced Y:tensor([504.4275], grad_fn=<AddBackward0>), Real Y:tensor([509.3700]) loss=4.9425048828125
 prediced Y:tensor([639.3251], grad_fn=<AddBackward0>), Real Y:tensor([645.3800]) loss=6.054931640625
 prediced Y:tensor([620.6169], grad_fn=<AddBackward0>), Real Y:tensor([604.1234]) loss=16.4935302734375
 prediced Y:tensor([573.5490], grad_fn=<AddBackward0>), Real Y:tensor([561.3333]) loss=12.21563720703125
 prediced Y:tensor([637.5693], grad_fn=<AddBackward0>), Real Y:tensor([652.4833]) loss=14.91400146484375
 prediced Y:tensor([761.8427], grad_fn=<AddBackward0>), Real Y:tensor([783.7833]) loss=21.94061279296875
------------------------------
epoch train loss (root of MSE):215.1094512939453
epoch test loss: 191.5300750732422
 prediced Y:tensor([641.7539], grad_fn=<AddBackward0>), Real Y:tensor([645.5100]) loss=3.756103515625
 prediced Y:tensor([690.8909], grad_fn=<AddBackward0>), Real Y:tensor([683.5200]) loss=7.37091064453125
 prediced Y:tensor([691.1582], grad_fn=<AddBackward0>), Real Y:tensor([690.3900]) loss=0.7681884765625
 prediced Y:tensor([771.0724], grad_fn=<AddBackward0>), Real Y:tensor([775.6800]) loss=4.6075439453125
 prediced Y:tensor([569.8290], grad_fn=<AddBackward0>), Real Y:tensor([556.6300]) loss=13.198974609375
 prediced Y:tensor([603.0195], grad_fn=<AddBackward0>), Real Y:tensor([576.4100]) loss=26.6094970703125
 prediced Y:tensor([623.4106], grad_fn=<AddBackward0>), Real Y:tensor([604.7466]) loss=18.66400146484375
 prediced Y:tensor([567.1911], grad_fn=<AddBackward0>), Real Y:tensor([561.9700]) loss=5.22113037109375
 prediced Y:tensor([507.4871], grad_fn=<AddBackward0>), Real Y:tensor([509.0333]) loss=1.54620361328125
 prediced Y:tensor([565.9442], grad_fn=<AddBackward0>), Real Y:tensor([556.3400]) loss=9.6041259765625
 prediced Y:tensor([708.2722], grad_fn=<AddBackward0>), Real Y:tensor([722.0367]) loss=13.7645263671875
 prediced Y:tensor([593.8463], grad_fn=<AddBackward0>), Real Y:tensor([580.6266]) loss=13.21966552734375
 prediced Y:tensor([280.4279], grad_fn=<AddBackward0>), Real Y:tensor([260.6367]) loss=19.791290283203125
 prediced Y:tensor([570.4770], grad_fn=<AddBackward0>), Real Y:tensor([555.1800]) loss=15.2969970703125
 prediced Y:tensor([748.2958], grad_fn=<AddBackward0>), Real Y:tensor([773.4633]) loss=25.16754150390625
 prediced Y:tensor([495.9834], grad_fn=<AddBackward0>), Real Y:tensor([511.1533]) loss=15.169891357421875
 prediced Y:tensor([757.0625], grad_fn=<AddBackward0>), Real Y:tensor([783.5167]) loss=26.45416259765625
 prediced Y:tensor([587.6080], grad_fn=<AddBackward0>), Real Y:tensor([580.8766]) loss=6.7313232421875
 prediced Y:tensor([644.6743], grad_fn=<AddBackward0>), Real Y:tensor([651.6400]) loss=6.9656982421875
 prediced Y:tensor([568.7686], grad_fn=<AddBackward0>), Real Y:tensor([555.6334]) loss=13.13525390625
 prediced Y:tensor([591.0484], grad_fn=<AddBackward0>), Real Y:tensor([576.2767]) loss=14.771728515625
 prediced Y:tensor([761.6721], grad_fn=<AddBackward0>), Real Y:tensor([775.8100]) loss=14.13787841796875
 prediced Y:tensor([199.6958], grad_fn=<AddBackward0>), Real Y:tensor([244.2767]) loss=44.58091735839844
 prediced Y:tensor([707.1586], grad_fn=<AddBackward0>), Real Y:tensor([712.6367]) loss=5.47808837890625
 prediced Y:tensor([707.3468], grad_fn=<AddBackward0>), Real Y:tensor([712.9167]) loss=5.56988525390625
 prediced Y:tensor([501.5865], grad_fn=<AddBackward0>), Real Y:tensor([509.3700]) loss=7.78350830078125
 prediced Y:tensor([291.5927], grad_fn=<AddBackward0>), Real Y:tensor([267.8533]) loss=23.739410400390625
 prediced Y:tensor([647.2427], grad_fn=<AddBackward0>), Real Y:tensor([645.3800]) loss=1.8626708984375
 prediced Y:tensor([578.5565], grad_fn=<AddBackward0>), Real Y:tensor([561.3333]) loss=17.22320556640625
 prediced Y:tensor([659.1804], grad_fn=<AddBackward0>), Real Y:tensor([644.0333]) loss=15.1470947265625
 prediced Y:tensor([195.9834], grad_fn=<AddBackward0>), Real Y:tensor([244.4333]) loss=48.44996643066406
 prediced Y:tensor([621.4492], grad_fn=<AddBackward0>), Real Y:tensor([604.1234]) loss=17.32586669921875
 prediced Y:tensor([277.7214], grad_fn=<AddBackward0>), Real Y:tensor([249.7300]) loss=27.991439819335938
 prediced Y:tensor([691.0200], grad_fn=<AddBackward0>), Real Y:tensor([690.8734]) loss=0.14666748046875
 prediced Y:tensor([280.6731], grad_fn=<AddBackward0>), Real Y:tensor([268.7200]) loss=11.953094482421875
 prediced Y:tensor([642.0592], grad_fn=<AddBackward0>), Real Y:tensor([652.4833]) loss=10.42413330078125
 prediced Y:tensor([573.0405], grad_fn=<AddBackward0>), Real Y:tensor([561.9333]) loss=11.10711669921875
 prediced Y:tensor([650.8687], grad_fn=<AddBackward0>), Real Y:tensor([651.2000]) loss=0.33135986328125
 prediced Y:tensor([613.6658], grad_fn=<AddBackward0>), Real Y:tensor([612.6433]) loss=1.02252197265625
 prediced Y:tensor([560.2246], grad_fn=<AddBackward0>), Real Y:tensor([561.8467]) loss=1.6220703125
 prediced Y:tensor([284.4791], grad_fn=<AddBackward0>), Real Y:tensor([249.4400]) loss=35.0390625
 prediced Y:tensor([761.6151], grad_fn=<AddBackward0>), Real Y:tensor([783.7833]) loss=22.16827392578125
 prediced Y:tensor([701.9942], grad_fn=<AddBackward0>), Real Y:tensor([721.5634]) loss=19.56915283203125
 prediced Y:tensor([684.3145], grad_fn=<AddBackward0>), Real Y:tensor([683.5433]) loss=0.77117919921875
 prediced Y:tensor([496.2002], grad_fn=<AddBackward0>), Real Y:tensor([510.8567]) loss=14.656463623046875
 prediced Y:tensor([637.8671], grad_fn=<AddBackward0>), Real Y:tensor([652.3734]) loss=14.50628662109375
 prediced Y:tensor([650.9698], grad_fn=<AddBackward0>), Real Y:tensor([644.1600]) loss=6.809814453125
 prediced Y:tensor([616.0674], grad_fn=<AddBackward0>), Real Y:tensor([612.9700]) loss=3.09747314453125
------------------------------
epoch train loss (root of MSE):214.030029296875
epoch test loss: 192.10797119140625
 prediced Y:tensor([689.5515], grad_fn=<AddBackward0>), Real Y:tensor([683.5433]) loss=6.0081787109375
 prediced Y:tensor([574.3727], grad_fn=<AddBackward0>), Real Y:tensor([555.6334]) loss=18.73931884765625
 prediced Y:tensor([201.8021], grad_fn=<AddBackward0>), Real Y:tensor([244.2767]) loss=42.474578857421875
 prediced Y:tensor([768.2366], grad_fn=<AddBackward0>), Real Y:tensor([783.5167]) loss=15.28009033203125
 prediced Y:tensor([645.2188], grad_fn=<AddBackward0>), Real Y:tensor([645.5100]) loss=0.29119873046875
 prediced Y:tensor([655.5742], grad_fn=<AddBackward0>), Real Y:tensor([651.6400]) loss=3.9342041015625
 prediced Y:tensor([504.9861], grad_fn=<AddBackward0>), Real Y:tensor([509.0333]) loss=4.047271728515625
 prediced Y:tensor([657.4508], grad_fn=<AddBackward0>), Real Y:tensor([651.2000]) loss=6.25079345703125
 prediced Y:tensor([696.0427], grad_fn=<AddBackward0>), Real Y:tensor([683.5200]) loss=12.52264404296875
 prediced Y:tensor([598.5297], grad_fn=<AddBackward0>), Real Y:tensor([580.6266]) loss=17.903076171875
 prediced Y:tensor([622.3704], grad_fn=<AddBackward0>), Real Y:tensor([604.7466]) loss=17.623779296875
 prediced Y:tensor([576.5612], grad_fn=<AddBackward0>), Real Y:tensor([561.9333]) loss=14.6278076171875
 prediced Y:tensor([690.5398], grad_fn=<AddBackward0>), Real Y:tensor([690.8734]) loss=0.33355712890625
 prediced Y:tensor([572.8096], grad_fn=<AddBackward0>), Real Y:tensor([555.1800]) loss=17.629638671875
 prediced Y:tensor([273.2617], grad_fn=<AddBackward0>), Real Y:tensor([249.7300]) loss=23.531661987304688
 prediced Y:tensor([612.4942], grad_fn=<AddBackward0>), Real Y:tensor([612.9700]) loss=0.47576904296875
 prediced Y:tensor([284.4944], grad_fn=<AddBackward0>), Real Y:tensor([267.8533]) loss=16.64111328125
 prediced Y:tensor([630.3669], grad_fn=<AddBackward0>), Real Y:tensor([652.3734]) loss=22.0064697265625
 prediced Y:tensor([491.2279], grad_fn=<AddBackward0>), Real Y:tensor([509.3700]) loss=18.142059326171875
 prediced Y:tensor([550.3193], grad_fn=<AddBackward0>), Real Y:tensor([556.3400]) loss=6.02069091796875
 prediced Y:tensor([629.1342], grad_fn=<AddBackward0>), Real Y:tensor([652.4833]) loss=23.34912109375
 prediced Y:tensor([581.6559], grad_fn=<AddBackward0>), Real Y:tensor([576.4100]) loss=5.2459716796875
 prediced Y:tensor([560.5604], grad_fn=<AddBackward0>), Real Y:tensor([561.3333]) loss=0.77288818359375
 prediced Y:tensor([754.1853], grad_fn=<AddBackward0>), Real Y:tensor([775.6800]) loss=21.49468994140625
 prediced Y:tensor([187.9471], grad_fn=<AddBackward0>), Real Y:tensor([244.4333]) loss=56.48628234863281
 prediced Y:tensor([274.9866], grad_fn=<AddBackward0>), Real Y:tensor([268.7200]) loss=6.266571044921875
 prediced Y:tensor([612.8236], grad_fn=<AddBackward0>), Real Y:tensor([604.1234]) loss=8.70025634765625
 prediced Y:tensor([705.6297], grad_fn=<AddBackward0>), Real Y:tensor([722.0367]) loss=16.406982421875
 prediced Y:tensor([688.0873], grad_fn=<AddBackward0>), Real Y:tensor([690.3900]) loss=2.30267333984375
 prediced Y:tensor([762.2188], grad_fn=<AddBackward0>), Real Y:tensor([773.4633]) loss=11.2445068359375
 prediced Y:tensor([620.4590], grad_fn=<AddBackward0>), Real Y:tensor([612.6433]) loss=7.815673828125
 prediced Y:tensor([599.2175], grad_fn=<AddBackward0>), Real Y:tensor([580.8766]) loss=18.34088134765625
 prediced Y:tensor([507.2968], grad_fn=<AddBackward0>), Real Y:tensor([511.1533]) loss=3.8565673828125
 prediced Y:tensor([663.9267], grad_fn=<AddBackward0>), Real Y:tensor([644.1600]) loss=19.7667236328125
 prediced Y:tensor([574.6924], grad_fn=<AddBackward0>), Real Y:tensor([556.6300]) loss=18.06243896484375
 prediced Y:tensor([600.6674], grad_fn=<AddBackward0>), Real Y:tensor([576.2767]) loss=24.3907470703125
 prediced Y:tensor([290.1030], grad_fn=<AddBackward0>), Real Y:tensor([260.6367]) loss=29.46636962890625
 prediced Y:tensor([657.6849], grad_fn=<AddBackward0>), Real Y:tensor([644.0333]) loss=13.651611328125
 prediced Y:tensor([286.1425], grad_fn=<AddBackward0>), Real Y:tensor([249.4400]) loss=36.702545166015625
 prediced Y:tensor([562.1995], grad_fn=<AddBackward0>), Real Y:tensor([561.8467]) loss=0.352783203125
 prediced Y:tensor([558.6778], grad_fn=<AddBackward0>), Real Y:tensor([561.9700]) loss=3.29217529296875
 prediced Y:tensor([698.7164], grad_fn=<AddBackward0>), Real Y:tensor([721.5634]) loss=22.846923828125
 prediced Y:tensor([697.1191], grad_fn=<AddBackward0>), Real Y:tensor([712.9167]) loss=15.79754638671875
 prediced Y:tensor([754.6288], grad_fn=<AddBackward0>), Real Y:tensor([783.7833]) loss=29.154541015625
 prediced Y:tensor([755.2128], grad_fn=<AddBackward0>), Real Y:tensor([775.8100]) loss=20.59722900390625
 prediced Y:tensor([633.7354], grad_fn=<AddBackward0>), Real Y:tensor([645.3800]) loss=11.64459228515625
 prediced Y:tensor([702.2584], grad_fn=<AddBackward0>), Real Y:tensor([712.6367]) loss=10.3782958984375
 prediced Y:tensor([496.1544], grad_fn=<AddBackward0>), Real Y:tensor([510.8567]) loss=14.702239990234375
------------------------------
epoch train loss (root of MSE):214.23936462402344
epoch test loss: 193.05201721191406
 prediced Y:tensor([590.9623], grad_fn=<AddBackward0>), Real Y:tensor([580.6266]) loss=10.33563232421875
 prediced Y:tensor([276.5047], grad_fn=<AddBackward0>), Real Y:tensor([268.7200]) loss=7.78466796875
 prediced Y:tensor([653.7278], grad_fn=<AddBackward0>), Real Y:tensor([651.2000]) loss=2.52783203125
 prediced Y:tensor([648.1650], grad_fn=<AddBackward0>), Real Y:tensor([645.3800]) loss=2.7850341796875
 prediced Y:tensor([277.0808], grad_fn=<AddBackward0>), Real Y:tensor([249.4400]) loss=27.64080810546875
 prediced Y:tensor([576.3505], grad_fn=<AddBackward0>), Real Y:tensor([555.1800]) loss=21.17047119140625
 prediced Y:tensor([648.9867], grad_fn=<AddBackward0>), Real Y:tensor([652.3734]) loss=3.38665771484375
 prediced Y:tensor([574.9319], grad_fn=<AddBackward0>), Real Y:tensor([561.3333]) loss=13.5986328125
 prediced Y:tensor([772.6467], grad_fn=<AddBackward0>), Real Y:tensor([775.8100]) loss=3.16326904296875
 prediced Y:tensor([594.1330], grad_fn=<AddBackward0>), Real Y:tensor([576.4100]) loss=17.7230224609375
 prediced Y:tensor([620.1193], grad_fn=<AddBackward0>), Real Y:tensor([612.6433]) loss=7.4759521484375
 prediced Y:tensor([768.9163], grad_fn=<AddBackward0>), Real Y:tensor([783.7833]) loss=14.8670654296875
 prediced Y:tensor([767.5472], grad_fn=<AddBackward0>), Real Y:tensor([783.5167]) loss=15.96942138671875
 prediced Y:tensor([591.1259], grad_fn=<AddBackward0>), Real Y:tensor([580.8766]) loss=10.249267578125
 prediced Y:tensor([688.6012], grad_fn=<AddBackward0>), Real Y:tensor([690.3900]) loss=1.788818359375
 prediced Y:tensor([618.4015], grad_fn=<AddBackward0>), Real Y:tensor([612.9700]) loss=5.4315185546875
 prediced Y:tensor([689.2247], grad_fn=<AddBackward0>), Real Y:tensor([690.8734]) loss=1.648681640625
 prediced Y:tensor([560.2369], grad_fn=<AddBackward0>), Real Y:tensor([556.6300]) loss=3.60687255859375
 prediced Y:tensor([686.2827], grad_fn=<AddBackward0>), Real Y:tensor([683.5433]) loss=2.7393798828125
 prediced Y:tensor([493.2381], grad_fn=<AddBackward0>), Real Y:tensor([509.3700]) loss=16.13189697265625
 prediced Y:tensor([644.8729], grad_fn=<AddBackward0>), Real Y:tensor([644.1600]) loss=0.712890625
 prediced Y:tensor([707.6247], grad_fn=<AddBackward0>), Real Y:tensor([712.6367]) loss=5.011962890625
 prediced Y:tensor([176.2412], grad_fn=<AddBackward0>), Real Y:tensor([244.4333]) loss=68.192138671875
 prediced Y:tensor([569.2474], grad_fn=<AddBackward0>), Real Y:tensor([561.9333]) loss=7.31402587890625
 prediced Y:tensor([562.6655], grad_fn=<AddBackward0>), Real Y:tensor([556.3400]) loss=6.32550048828125
 prediced Y:tensor([692.0668], grad_fn=<AddBackward0>), Real Y:tensor([683.5200]) loss=8.54681396484375
 prediced Y:tensor([278.6292], grad_fn=<AddBackward0>), Real Y:tensor([267.8533]) loss=10.77587890625
 prediced Y:tensor([565.4929], grad_fn=<AddBackward0>), Real Y:tensor([561.9700]) loss=3.52288818359375
 prediced Y:tensor([652.0463], grad_fn=<AddBackward0>), Real Y:tensor([651.6400]) loss=0.40625
 prediced Y:tensor([620.5513], grad_fn=<AddBackward0>), Real Y:tensor([604.7466]) loss=15.8046875
 prediced Y:tensor([770.4550], grad_fn=<AddBackward0>), Real Y:tensor([775.6800]) loss=5.22503662109375
 prediced Y:tensor([272.0415], grad_fn=<AddBackward0>), Real Y:tensor([260.6367]) loss=11.404876708984375
 prediced Y:tensor([190.8255], grad_fn=<AddBackward0>), Real Y:tensor([244.2767]) loss=53.45118713378906
 prediced Y:tensor([590.0867], grad_fn=<AddBackward0>), Real Y:tensor([576.2767]) loss=13.80999755859375
 prediced Y:tensor([497.3442], grad_fn=<AddBackward0>), Real Y:tensor([509.0333]) loss=11.689117431640625
 prediced Y:tensor([646.0046], grad_fn=<AddBackward0>), Real Y:tensor([645.5100]) loss=0.49456787109375
 prediced Y:tensor([618.7834], grad_fn=<AddBackward0>), Real Y:tensor([604.1234]) loss=14.6600341796875
 prediced Y:tensor([765.2601], grad_fn=<AddBackward0>), Real Y:tensor([773.4633]) loss=8.20318603515625
 prediced Y:tensor([646.7056], grad_fn=<AddBackward0>), Real Y:tensor([652.4833]) loss=5.77777099609375
 prediced Y:tensor([573.3313], grad_fn=<AddBackward0>), Real Y:tensor([555.6334]) loss=17.69793701171875
 prediced Y:tensor([711.8598], grad_fn=<AddBackward0>), Real Y:tensor([712.9167]) loss=1.056884765625
 prediced Y:tensor([275.0264], grad_fn=<AddBackward0>), Real Y:tensor([249.7300]) loss=25.296371459960938
 prediced Y:tensor([498.3118], grad_fn=<AddBackward0>), Real Y:tensor([511.1533]) loss=12.84149169921875
 prediced Y:tensor([565.2838], grad_fn=<AddBackward0>), Real Y:tensor([561.8467]) loss=3.43707275390625
 prediced Y:tensor([496.1022], grad_fn=<AddBackward0>), Real Y:tensor([510.8567]) loss=14.75445556640625
 prediced Y:tensor([648.7856], grad_fn=<AddBackward0>), Real Y:tensor([644.0333]) loss=4.7523193359375
 prediced Y:tensor([707.7033], grad_fn=<AddBackward0>), Real Y:tensor([722.0367]) loss=14.3333740234375
 prediced Y:tensor([709.9415], grad_fn=<AddBackward0>), Real Y:tensor([721.5634]) loss=11.62188720703125
------------------------------
epoch train loss (root of MSE):217.2768096923828
epoch test loss: 193.23228454589844
 prediced Y:tensor([273.8972], grad_fn=<AddBackward0>), Real Y:tensor([249.7300]) loss=24.167251586914062
 prediced Y:tensor([645.6714], grad_fn=<AddBackward0>), Real Y:tensor([652.4833]) loss=6.81195068359375
 prediced Y:tensor([284.7650], grad_fn=<AddBackward0>), Real Y:tensor([267.8533]) loss=16.91162109375
 prediced Y:tensor([650.0923], grad_fn=<AddBackward0>), Real Y:tensor([644.0333]) loss=6.05902099609375
 prediced Y:tensor([565.2686], grad_fn=<AddBackward0>), Real Y:tensor([561.9700]) loss=3.29864501953125
 prediced Y:tensor([644.6984], grad_fn=<AddBackward0>), Real Y:tensor([645.5100]) loss=0.8116455078125
 prediced Y:tensor([274.7512], grad_fn=<AddBackward0>), Real Y:tensor([249.4400]) loss=25.3111572265625
 prediced Y:tensor([647.9899], grad_fn=<AddBackward0>), Real Y:tensor([644.1600]) loss=3.8299560546875
 prediced Y:tensor([639.8366], grad_fn=<AddBackward0>), Real Y:tensor([645.3800]) loss=5.54339599609375
 prediced Y:tensor([565.2891], grad_fn=<AddBackward0>), Real Y:tensor([555.1800]) loss=10.109130859375
 prediced Y:tensor([565.1088], grad_fn=<AddBackward0>), Real Y:tensor([561.3333]) loss=3.7755126953125
 prediced Y:tensor([183.2798], grad_fn=<AddBackward0>), Real Y:tensor([244.4333]) loss=61.15354919433594
 prediced Y:tensor([565.5532], grad_fn=<AddBackward0>), Real Y:tensor([561.9333]) loss=3.61981201171875
 prediced Y:tensor([684.1632], grad_fn=<AddBackward0>), Real Y:tensor([690.3900]) loss=6.226806640625
 prediced Y:tensor([707.3562], grad_fn=<AddBackward0>), Real Y:tensor([712.6367]) loss=5.28045654296875
 prediced Y:tensor([617.2942], grad_fn=<AddBackward0>), Real Y:tensor([612.6433]) loss=4.65087890625
 prediced Y:tensor([588.4733], grad_fn=<AddBackward0>), Real Y:tensor([576.2767]) loss=12.1966552734375
 prediced Y:tensor([496.2601], grad_fn=<AddBackward0>), Real Y:tensor([509.0333]) loss=12.773193359375
 prediced Y:tensor([619.5789], grad_fn=<AddBackward0>), Real Y:tensor([612.9700]) loss=6.60888671875
 prediced Y:tensor([192.5311], grad_fn=<AddBackward0>), Real Y:tensor([244.2767]) loss=51.74559020996094
 prediced Y:tensor([688.4072], grad_fn=<AddBackward0>), Real Y:tensor([690.8734]) loss=2.4661865234375
 prediced Y:tensor([765.4486], grad_fn=<AddBackward0>), Real Y:tensor([783.5167]) loss=18.06805419921875
 prediced Y:tensor([715.5685], grad_fn=<AddBackward0>), Real Y:tensor([721.5634]) loss=5.994873046875
 prediced Y:tensor([623.5356], grad_fn=<AddBackward0>), Real Y:tensor([604.1234]) loss=19.41229248046875
 prediced Y:tensor([284.9168], grad_fn=<AddBackward0>), Real Y:tensor([268.7200]) loss=16.196807861328125
 prediced Y:tensor([648.9009], grad_fn=<AddBackward0>), Real Y:tensor([652.3734]) loss=3.47247314453125
 prediced Y:tensor([696.3160], grad_fn=<AddBackward0>), Real Y:tensor([683.5433]) loss=12.772705078125
 prediced Y:tensor([600.0904], grad_fn=<AddBackward0>), Real Y:tensor([580.8766]) loss=19.2137451171875
 prediced Y:tensor([773.4661], grad_fn=<AddBackward0>), Real Y:tensor([775.6800]) loss=2.21392822265625
 prediced Y:tensor([504.0071], grad_fn=<AddBackward0>), Real Y:tensor([510.8567]) loss=6.84954833984375
 prediced Y:tensor([572.2301], grad_fn=<AddBackward0>), Real Y:tensor([561.8467]) loss=10.3834228515625
 prediced Y:tensor([597.3154], grad_fn=<AddBackward0>), Real Y:tensor([576.4100]) loss=20.90545654296875
 prediced Y:tensor([503.3339], grad_fn=<AddBackward0>), Real Y:tensor([511.1533]) loss=7.81939697265625
 prediced Y:tensor([568.8906], grad_fn=<AddBackward0>), Real Y:tensor([556.6300]) loss=12.2606201171875
 prediced Y:tensor([647.9946], grad_fn=<AddBackward0>), Real Y:tensor([651.2000]) loss=3.20538330078125
 prediced Y:tensor([648.5424], grad_fn=<AddBackward0>), Real Y:tensor([651.6400]) loss=3.09765625
 prediced Y:tensor([707.8661], grad_fn=<AddBackward0>), Real Y:tensor([712.9167]) loss=5.050537109375
 prediced Y:tensor([569.1773], grad_fn=<AddBackward0>), Real Y:tensor([555.6334]) loss=13.5439453125
 prediced Y:tensor([763.6597], grad_fn=<AddBackward0>), Real Y:tensor([783.7833]) loss=20.1236572265625
 prediced Y:tensor([703.9436], grad_fn=<AddBackward0>), Real Y:tensor([722.0367]) loss=18.09307861328125
 prediced Y:tensor([764.6913], grad_fn=<AddBackward0>), Real Y:tensor([775.8100]) loss=11.11871337890625
 prediced Y:tensor([688.5002], grad_fn=<AddBackward0>), Real Y:tensor([683.5200]) loss=4.980224609375
 prediced Y:tensor([283.9000], grad_fn=<AddBackward0>), Real Y:tensor([260.6367]) loss=23.2633056640625
 prediced Y:tensor([563.7668], grad_fn=<AddBackward0>), Real Y:tensor([556.3400]) loss=7.4267578125
 prediced Y:tensor([618.1903], grad_fn=<AddBackward0>), Real Y:tensor([604.7466]) loss=13.44366455078125
 prediced Y:tensor([588.4025], grad_fn=<AddBackward0>), Real Y:tensor([580.6266]) loss=7.77581787109375
 prediced Y:tensor([759.1684], grad_fn=<AddBackward0>), Real Y:tensor([773.4633]) loss=14.294921875
 prediced Y:tensor([496.7991], grad_fn=<AddBackward0>), Real Y:tensor([509.3700]) loss=12.57086181640625
------------------------------
epoch train loss (root of MSE):215.7465362548828
epoch test loss: 192.25633239746094
